"Notes"	"County"	"County Code"	"Year"	"Year Code"	Avg Daily Max Air Temperature (F)
	"Hitchcock County, NE"	"31087"	"2007"	"2007"	66.33
	"Hitchcock County, NE"	"31087"	"2008"	"2008"	65.26
	"Hitchcock County, NE"	"31087"	"2009"	"2009"	64.98
	"Hitchcock County, NE"	"31087"	"2010"	"2010"	67.48
	"Hitchcock County, NE"	"31087"	"2011"	"2011"	68.25
"Total"	"Hitchcock County, NE"	"31087"			66.87
	"Holt County, NE"	"31089"	"2006"	"2006"	63.42
	"Holt County, NE"	"31089"	"2007"	"2007"	60.27
	"Holt County, NE"	"31089"	"2008"	"2008"	56.93
	"Holt County, NE"	"31089"	"2009"	"2009"	58.85
	"Holt County, NE"	"31089"	"2010"	"2010"	60.62
	"Holt County, NE"	"31089"	"2011"	"2011"	61.58
"Total"	"Holt County, NE"	"31089"			60.28
	"Hooker County, NE"	"31091"	"2006"	"2006"	63.75
	"Hooker County, NE"	"31091"	"2007"	"2007"	61.11
	"Hooker County, NE"	"31091"	"2008"	"2008"	59.31
	"Hooker County, NE"	"31091"	"2009"	"2009"	59.25
	"Hooker County, NE"	"31091"	"2010"	"2010"	61.30
	"Hooker County, NE"	"31091"	"2011"	"2011"	62.06
"Total"	"Hooker County, NE"	"31091"			61.13
	"Howard County, NE"	"31093"	"2006"	"2006"	65.78
	"Howard County, NE"	"31093"	"2007"	"2007"	61.74
	"Howard County, NE"	"31093"	"2008"	"2008"	59.35
	"Howard County, NE"	"31093"	"2009"	"2009"	61.39
	"Howard County, NE"	"31093"	"2010"	"2010"	62.87
	"Howard County, NE"	"31093"	"2011"	"2011"	64.69
"Total"	"Howard County, NE"	"31093"			62.63
	"Jefferson County, NE"	"31095"	"2006"	"2006"	66.94
	"Jefferson County, NE"	"31095"	"2007"	"2007"	62.72
	"Jefferson County, NE"	"31095"	"2008"	"2008"	60.74
	"Jefferson County, NE"	"31095"	"2009"	"2009"	62.75
	"Jefferson County, NE"	"31095"	"2010"	"2010"	64.57
	"Jefferson County, NE"	"31095"	"2011"	"2011"	66.25
"Total"	"Jefferson County, NE"	"31095"			63.99
	"Johnson County, NE"	"31097"	"2006"	"2006"	66.21
	"Johnson County, NE"	"31097"	"2007"	"2007"	62.62
	"Johnson County, NE"	"31097"	"2008"	"2008"	60.19
	"Johnson County, NE"	"31097"	"2009"	"2009"	61.84
	"Johnson County, NE"	"31097"	"2010"	"2010"	63.97
	"Johnson County, NE"	"31097"	"2011"	"2011"	65.48
"Total"	"Johnson County, NE"	"31097"			63.38
	"Kearney County, NE"	"31099"	"2006"	"2006"	66.97
	"Kearney County, NE"	"31099"	"2007"	"2007"	63.06
	"Kearney County, NE"	"31099"	"2008"	"2008"	61.15
	"Kearney County, NE"	"31099"	"2009"	"2009"	62.74
	"Kearney County, NE"	"31099"	"2010"	"2010"	64.15
	"Kearney County, NE"	"31099"	"2011"	"2011"	66.41
"Total"	"Kearney County, NE"	"31099"			64.08
	"Keith County, NE"	"31101"	"2006"	"2006"	66.15
	"Keith County, NE"	"31101"	"2007"	"2007"	63.27
	"Keith County, NE"	"31101"	"2008"	"2008"	62.55
	"Keith County, NE"	"31101"	"2009"	"2009"	61.70
	"Keith County, NE"	"31101"	"2010"	"2010"	64.04
	"Keith County, NE"	"31101"	"2011"	"2011"	64.54
"Total"	"Keith County, NE"	"31101"			63.71
	"Keya Paha County, NE"	"31103"	"2006"	"2006"	63.85
	"Keya Paha County, NE"	"31103"	"2007"	"2007"	60.86
	"Keya Paha County, NE"	"31103"	"2008"	"2008"	57.66
	"Keya Paha County, NE"	"31103"	"2009"	"2009"	58.78
	"Keya Paha County, NE"	"31103"	"2010"	"2010"	60.14
	"Keya Paha County, NE"	"31103"	"2011"	"2011"	60.52
"Total"	"Keya Paha County, NE"	"31103"			60.30
	"Kimball County, NE"	"31105"	"2006"	"2006"	63.28
	"Kimball County, NE"	"31105"	"2007"	"2007"	61.48
	"Kimball County, NE"	"31105"	"2008"	"2008"	60.82
	"Kimball County, NE"	"31105"	"2009"	"2009"	60.10
	"Kimball County, NE"	"31105"	"2010"	"2010"	62.52
	"Kimball County, NE"	"31105"	"2011"	"2011"	62.01
"Total"	"Kimball County, NE"	"31105"			61.70
	"Knox County, NE"	"31107"	"2006"	"2006"	63.08
	"Knox County, NE"	"31107"	"2007"	"2007"	60.28
	"Knox County, NE"	"31107"	"2008"	"2008"	56.64
	"Knox County, NE"	"31107"	"2009"	"2009"	58.68
	"Knox County, NE"	"31107"	"2010"	"2010"	61.02
	"Knox County, NE"	"31107"	"2011"	"2011"	62.11
"Total"	"Knox County, NE"	"31107"			60.30
	"Lancaster County, NE"	"31109"	"2006"	"2006"	65.69
	"Lancaster County, NE"	"31109"	"2007"	"2007"	62.21
	"Lancaster County, NE"	"31109"	"2008"	"2008"	59.60
	"Lancaster County, NE"	"31109"	"2009"	"2009"	61.50
	"Lancaster County, NE"	"31109"	"2010"	"2010"	63.49
	"Lancaster County, NE"	"31109"	"2011"	"2011"	65.08
"Total"	"Lancaster County, NE"	"31109"			62.93
	"Lincoln County, NE"	"31111"	"2006"	"2006"	66.60
	"Lincoln County, NE"	"31111"	"2007"	"2007"	63.35
	"Lincoln County, NE"	"31111"	"2008"	"2008"	61.79
	"Lincoln County, NE"	"31111"	"2009"	"2009"	62.03
	"Lincoln County, NE"	"31111"	"2010"	"2010"	64.14
	"Lincoln County, NE"	"31111"	"2011"	"2011"	65.20
"Total"	"Lincoln County, NE"	"31111"			63.85
	"Logan County, NE"	"31113"	"2006"	"2006"	65.43
	"Logan County, NE"	"31113"	"2007"	"2007"	61.91
	"Logan County, NE"	"31113"	"2008"	"2008"	59.79
	"Logan County, NE"	"31113"	"2009"	"2009"	60.42
	"Logan County, NE"	"31113"	"2010"	"2010"	62.37
	"Logan County, NE"	"31113"	"2011"	"2011"	63.46
"Total"	"Logan County, NE"	"31113"			62.23
	"Loup County, NE"	"31115"	"2006"	"2006"	64.50
	"Loup County, NE"	"31115"	"2007"	"2007"	60.48
	"Loup County, NE"	"31115"	"2008"	"2008"	57.79
	"Loup County, NE"	"31115"	"2009"	"2009"	59.44
	"Loup County, NE"	"31115"	"2010"	"2010"	60.73
	"Loup County, NE"	"31115"	"2011"	"2011"	62.28
"Total"	"Loup County, NE"	"31115"			60.87
	"McPherson County, NE"	"31117"	"2006"	"2006"	64.70
	"McPherson County, NE"	"31117"	"2007"	"2007"	61.86
	"McPherson County, NE"	"31117"	"2008"	"2008"	60.43
	"McPherson County, NE"	"31117"	"2009"	"2009"	60.25
	"McPherson County, NE"	"31117"	"2010"	"2010"	62.36
	"McPherson County, NE"	"31117"	"2011"	"2011"	63.18
"Total"	"McPherson County, NE"	"31117"			62.13
	"Madison County, NE"	"31119"	"2006"	"2006"	63.21
	"Madison County, NE"	"31119"	"2007"	"2007"	60.01
	"Madison County, NE"	"31119"	"2008"	"2008"	57.08
	"Madison County, NE"	"31119"	"2009"	"2009"	59.08
	"Madison County, NE"	"31119"	"2010"	"2010"	61.20
	"Madison County, NE"	"31119"	"2011"	"2011"	62.64
"Total"	"Madison County, NE"	"31119"			60.53
	"Merrick County, NE"	"31121"	"2006"	"2006"	65.60
	"Merrick County, NE"	"31121"	"2007"	"2007"	61.64
	"Merrick County, NE"	"31121"	"2008"	"2008"	59.11
	"Merrick County, NE"	"31121"	"2009"	"2009"	61.14
	"Merrick County, NE"	"31121"	"2010"	"2010"	62.83
	"Merrick County, NE"	"31121"	"2011"	"2011"	64.61
"Total"	"Merrick County, NE"	"31121"			62.49
	"Morrill County, NE"	"31123"	"2006"	"2006"	64.55
	"Morrill County, NE"	"31123"	"2007"	"2007"	62.89
	"Morrill County, NE"	"31123"	"2008"	"2008"	61.63
	"Morrill County, NE"	"31123"	"2009"	"2009"	60.60
	"Morrill County, NE"	"31123"	"2010"	"2010"	62.78
	"Morrill County, NE"	"31123"	"2011"	"2011"	62.84
"Total"	"Morrill County, NE"	"31123"			62.55
	"Nance County, NE"	"31125"	"2006"	"2006"	64.87
	"Nance County, NE"	"31125"	"2007"	"2007"	60.95
	"Nance County, NE"	"31125"	"2008"	"2008"	58.38
	"Nance County, NE"	"31125"	"2009"	"2009"	60.60
	"Nance County, NE"	"31125"	"2010"	"2010"	62.34
	"Nance County, NE"	"31125"	"2011"	"2011"	64.13
"Total"	"Nance County, NE"	"31125"			61.88
	"Nemaha County, NE"	"31127"	"2006"	"2006"	66.71
	"Nemaha County, NE"	"31127"	"2007"	"2007"	63.20
	"Nemaha County, NE"	"31127"	"2008"	"2008"	60.46
	"Nemaha County, NE"	"31127"	"2009"	"2009"	61.74
	"Nemaha County, NE"	"31127"	"2010"	"2010"	64.18
	"Nemaha County, NE"	"31127"	"2011"	"2011"	65.89
"Total"	"Nemaha County, NE"	"31127"			63.70
	"Nuckolls County, NE"	"31129"	"2006"	"2006"	67.30
	"Nuckolls County, NE"	"31129"	"2007"	"2007"	63.14
	"Nuckolls County, NE"	"31129"	"2008"	"2008"	61.14
	"Nuckolls County, NE"	"31129"	"2009"	"2009"	63.17
	"Nuckolls County, NE"	"31129"	"2010"	"2010"	64.76
	"Nuckolls County, NE"	"31129"	"2011"	"2011"	66.53
"Total"	"Nuckolls County, NE"	"31129"			64.34
	"Otoe County, NE"	"31131"	"2006"	"2006"	65.97
	"Otoe County, NE"	"31131"	"2007"	"2007"	62.54
	"Otoe County, NE"	"31131"	"2008"	"2008"	59.76
	"Otoe County, NE"	"31131"	"2009"	"2009"	61.47
	"Otoe County, NE"	"31131"	"2010"	"2010"	63.79
	"Otoe County, NE"	"31131"	"2011"	"2011"	65.26
"Total"	"Otoe County, NE"	"31131"			63.13
	"Pawnee County, NE"	"31133"	"2006"	"2006"	66.54
	"Pawnee County, NE"	"31133"	"2007"	"2007"	62.74
	"Pawnee County, NE"	"31133"	"2008"	"2008"	60.49
	"Pawnee County, NE"	"31133"	"2009"	"2009"	61.97
	"Pawnee County, NE"	"31133"	"2010"	"2010"	64.13
	"Pawnee County, NE"	"31133"	"2011"	"2011"	65.79
"Total"	"Pawnee County, NE"	"31133"			63.61
	"Perkins County, NE"	"31135"	"2006"	"2006"	66.44
	"Perkins County, NE"	"31135"	"2007"	"2007"	63.56
	"Perkins County, NE"	"31135"	"2008"	"2008"	62.85
	"Perkins County, NE"	"31135"	"2009"	"2009"	62.16
	"Perkins County, NE"	"31135"	"2010"	"2010"	64.69
	"Perkins County, NE"	"31135"	"2011"	"2011"	65.03
"Total"	"Perkins County, NE"	"31135"			64.12
	"Phelps County, NE"	"31137"	"2006"	"2006"	67.30
	"Phelps County, NE"	"31137"	"2007"	"2007"	63.50
	"Phelps County, NE"	"31137"	"2008"	"2008"	61.72
	"Phelps County, NE"	"31137"	"2009"	"2009"	62.99
	"Phelps County, NE"	"31137"	"2010"	"2010"	64.63
	"Phelps County, NE"	"31137"	"2011"	"2011"	66.66
"Total"	"Phelps County, NE"	"31137"			64.47
	"Pierce County, NE"	"31139"	"2006"	"2006"	62.59
	"Pierce County, NE"	"31139"	"2007"	"2007"	59.69
	"Pierce County, NE"	"31139"	"2008"	"2008"	56.41
	"Pierce County, NE"	"31139"	"2009"	"2009"	58.32
	"Pierce County, NE"	"31139"	"2010"	"2010"	60.68
	"Pierce County, NE"	"31139"	"2011"	"2011"	61.94
"Total"	"Pierce County, NE"	"31139"			59.94
	"Platte County, NE"	"31141"	"2006"	"2006"	64.28
	"Platte County, NE"	"31141"	"2007"	"2007"	60.71
	"Platte County, NE"	"31141"	"2008"	"2008"	58.01
	"Platte County, NE"	"31141"	"2009"	"2009"	60.03
	"Platte County, NE"	"31141"	"2010"	"2010"	62.03
	"Platte County, NE"	"31141"	"2011"	"2011"	63.62
"Total"	"Platte County, NE"	"31141"			61.44
	"Polk County, NE"	"31143"	"2006"	"2006"	64.97
	"Polk County, NE"	"31143"	"2007"	"2007"	61.27
	"Polk County, NE"	"31143"	"2008"	"2008"	58.62
	"Polk County, NE"	"31143"	"2009"	"2009"	60.52
	"Polk County, NE"	"31143"	"2010"	"2010"	62.42
	"Polk County, NE"	"31143"	"2011"	"2011"	64.14
"Total"	"Polk County, NE"	"31143"			61.99
	"Red Willow County, NE"	"31145"	"2006"	"2006"	69.28
	"Red Willow County, NE"	"31145"	"2007"	"2007"	66.12
	"Red Willow County, NE"	"31145"	"2008"	"2008"	64.87
	"Red Willow County, NE"	"31145"	"2009"	"2009"	65.05
	"Red Willow County, NE"	"31145"	"2010"	"2010"	67.47
	"Red Willow County, NE"	"31145"	"2011"	"2011"	68.57
"Total"	"Red Willow County, NE"	"31145"			66.89
	"Richardson County, NE"	"31147"	"2006"	"2006"	67.26
	"Richardson County, NE"	"31147"	"2007"	"2007"	63.75
	"Richardson County, NE"	"31147"	"2008"	"2008"	61.20
	"Richardson County, NE"	"31147"	"2009"	"2009"	62.24
	"Richardson County, NE"	"31147"	"2010"	"2010"	64.67
	"Richardson County, NE"	"31147"	"2011"	"2011"	66.57
"Total"	"Richardson County, NE"	"31147"			64.28
	"Rock County, NE"	"31149"	"2006"	"2006"	63.62
	"Rock County, NE"	"31149"	"2007"	"2007"	60.29
	"Rock County, NE"	"31149"	"2008"	"2008"	57.14
	"Rock County, NE"	"31149"	"2009"	"2009"	58.73
	"Rock County, NE"	"31149"	"2010"	"2010"	60.06
	"Rock County, NE"	"31149"	"2011"	"2011"	61.00
"Total"	"Rock County, NE"	"31149"			60.14
	"Saline County, NE"	"31151"	"2006"	"2006"	66.06
	"Saline County, NE"	"31151"	"2007"	"2007"	62.24
	"Saline County, NE"	"31151"	"2008"	"2008"	59.85
	"Saline County, NE"	"31151"	"2009"	"2009"	61.87
	"Saline County, NE"	"31151"	"2010"	"2010"	63.63
	"Saline County, NE"	"31151"	"2011"	"2011"	65.26
"Total"	"Saline County, NE"	"31151"			63.15
	"Sarpy County, NE"	"31153"	"2006"	"2006"	65.09
	"Sarpy County, NE"	"31153"	"2007"	"2007"	61.92
	"Sarpy County, NE"	"31153"	"2008"	"2008"	58.82
	"Sarpy County, NE"	"31153"	"2009"	"2009"	60.67
	"Sarpy County, NE"	"31153"	"2010"	"2010"	63.13
	"Sarpy County, NE"	"31153"	"2011"	"2011"	64.60
"Total"	"Sarpy County, NE"	"31153"			62.37
	"Saunders County, NE"	"31155"	"2006"	"2006"	64.78
	"Saunders County, NE"	"31155"	"2007"	"2007"	61.42
	"Saunders County, NE"	"31155"	"2008"	"2008"	58.62
	"Saunders County, NE"	"31155"	"2009"	"2009"	60.48
	"Saunders County, NE"	"31155"	"2010"	"2010"	62.85
	"Saunders County, NE"	"31155"	"2011"	"2011"	64.34
"Total"	"Saunders County, NE"	"31155"			62.08
	"Scotts Bluff County, NE"	"31157"	"2006"	"2006"	64.93
	"Scotts Bluff County, NE"	"31157"	"2007"	"2007"	63.51
	"Scotts Bluff County, NE"	"31157"	"2008"	"2008"	62.25
	"Scotts Bluff County, NE"	"31157"	"2009"	"2009"	61.26
	"Scotts Bluff County, NE"	"31157"	"2010"	"2010"	63.41
	"Scotts Bluff County, NE"	"31157"	"2011"	"2011"	63.33
"Total"	"Scotts Bluff County, NE"	"31157"			63.11
	"Seward County, NE"	"31159"	"2006"	"2006"	65.21
	"Seward County, NE"	"31159"	"2007"	"2007"	61.69
	"Seward County, NE"	"31159"	"2008"	"2008"	59.05
	"Seward County, NE"	"31159"	"2009"	"2009"	60.99
	"Seward County, NE"	"31159"	"2010"	"2010"	62.91
	"Seward County, NE"	"31159"	"2011"	"2011"	64.52
"Total"	"Seward County, NE"	"31159"			62.39
	"Sheridan County, NE"	"31161"	"2006"	"2006"	62.76
	"Sheridan County, NE"	"31161"	"2007"	"2007"	61.51
	"Sheridan County, NE"	"31161"	"2008"	"2008"	59.01
	"Sheridan County, NE"	"31161"	"2009"	"2009"	58.32
	"Sheridan County, NE"	"31161"	"2010"	"2010"	60.38
	"Sheridan County, NE"	"31161"	"2011"	"2011"	60.48
"Total"	"Sheridan County, NE"	"31161"			60.41
	"Sherman County, NE"	"31163"	"2006"	"2006"	65.89
	"Sherman County, NE"	"31163"	"2007"	"2007"	61.78
	"Sherman County, NE"	"31163"	"2008"	"2008"	59.41
	"Sherman County, NE"	"31163"	"2009"	"2009"	61.33
	"Sherman County, NE"	"31163"	"2010"	"2010"	62.73
	"Sherman County, NE"	"31163"	"2011"	"2011"	64.60
"Total"	"Sherman County, NE"	"31163"			62.62
	"Sioux County, NE"	"31165"	"2006"	"2006"	62.56
	"Sioux County, NE"	"31165"	"2007"	"2007"	61.50
	"Sioux County, NE"	"31165"	"2008"	"2008"	59.49
	"Sioux County, NE"	"31165"	"2009"	"2009"	58.66
	"Sioux County, NE"	"31165"	"2010"	"2010"	60.45
	"Sioux County, NE"	"31165"	"2011"	"2011"	60.74
"Total"	"Sioux County, NE"	"31165"			60.57
	"Stanton County, NE"	"31167"	"2006"	"2006"	63.03
	"Stanton County, NE"	"31167"	"2007"	"2007"	59.94
	"Stanton County, NE"	"31167"	"2008"	"2008"	57.02
	"Stanton County, NE"	"31167"	"2009"	"2009"	58.91
	"Stanton County, NE"	"31167"	"2010"	"2010"	61.13
	"Stanton County, NE"	"31167"	"2011"	"2011"	62.62
"Total"	"Stanton County, NE"	"31167"			60.44
	"Thayer County, NE"	"31169"	"2006"	"2006"	67.07
	"Thayer County, NE"	"31169"	"2007"	"2007"	62.82
	"Thayer County, NE"	"31169"	"2008"	"2008"	60.82
	"Thayer County, NE"	"31169"	"2009"	"2009"	62.91
	"Thayer County, NE"	"31169"	"2010"	"2010"	64.64
	"Thayer County, NE"	"31169"	"2011"	"2011"	66.25
"Total"	"Thayer County, NE"	"31169"			64.08
	"Thomas County, NE"	"31171"	"2006"	"2006"	64.70
	"Thomas County, NE"	"31171"	"2007"	"2007"	61.48
	"Thomas County, NE"	"31171"	"2008"	"2008"	59.20
	"Thomas County, NE"	"31171"	"2009"	"2009"	59.75
	"Thomas County, NE"	"31171"	"2010"	"2010"	61.52
	"Thomas County, NE"	"31171"	"2011"	"2011"	62.51
"Total"	"Thomas County, NE"	"31171"			61.53
	"Thurston County, NE"	"31173"	"2006"	"2006"	62.41
	"Thurston County, NE"	"31173"	"2007"	"2007"	59.62
	"Thurston County, NE"	"31173"	"2008"	"2008"	56.54
	"Thurston County, NE"	"31173"	"2009"	"2009"	58.64
	"Thurston County, NE"	"31173"	"2010"	"2010"	60.42
	"Thurston County, NE"	"31173"	"2011"	"2011"	62.43
"Total"	"Thurston County, NE"	"31173"			60.01
	"Valley County, NE"	"31175"	"2006"	"2006"	65.22
	"Valley County, NE"	"31175"	"2007"	"2007"	60.99
	"Valley County, NE"	"31175"	"2008"	"2008"	58.32
	"Valley County, NE"	"31175"	"2009"	"2009"	60.29
	"Valley County, NE"	"31175"	"2010"	"2010"	61.60
	"Valley County, NE"	"31175"	"2011"	"2011"	63.37
"Total"	"Valley County, NE"	"31175"			61.63
	"Washington County, NE"	"31177"	"2006"	"2006"	64.25
	"Washington County, NE"	"31177"	"2007"	"2007"	61.15
	"Washington County, NE"	"31177"	"2008"	"2008"	58.21
	"Washington County, NE"	"31177"	"2009"	"2009"	59.94
	"Washington County, NE"	"31177"	"2010"	"2010"	62.42
	"Washington County, NE"	"31177"	"2011"	"2011"	64.00
"Total"	"Washington County, NE"	"31177"			61.66
	"Wayne County, NE"	"31179"	"2006"	"2006"	62.42
	"Wayne County, NE"	"31179"	"2007"	"2007"	59.57
	"Wayne County, NE"	"31179"	"2008"	"2008"	56.40
	"Wayne County, NE"	"31179"	"2009"	"2009"	58.30
	"Wayne County, NE"	"31179"	"2010"	"2010"	60.40
	"Wayne County, NE"	"31179"	"2011"	"2011"	62.01
"Total"	"Wayne County, NE"	"31179"			59.85
	"Webster County, NE"	"31181"	"2006"	"2006"	67.61
	"Webster County, NE"	"31181"	"2007"	"2007"	63.51
	"Webster County, NE"	"31181"	"2008"	"2008"	61.64
	"Webster County, NE"	"31181"	"2009"	"2009"	63.48
	"Webster County, NE"	"31181"	"2010"	"2010"	64.89
	"Webster County, NE"	"31181"	"2011"	"2011"	67.13
"Total"	"Webster County, NE"	"31181"			64.71
	"Wheeler County, NE"	"31183"	"2006"	"2006"	63.62
	"Wheeler County, NE"	"31183"	"2007"	"2007"	59.96
	"Wheeler County, NE"	"31183"	"2008"	"2008"	57.04
	"Wheeler County, NE"	"31183"	"2009"	"2009"	59.17
	"Wheeler County, NE"	"31183"	"2010"	"2010"	60.85
	"Wheeler County, NE"	"31183"	"2011"	"2011"	62.19
"Total"	"Wheeler County, NE"	"31183"			60.47
	"York County, NE"	"31185"	"2006"	"2006"	65.68
	"York County, NE"	"31185"	"2007"	"2007"	61.83
	"York County, NE"	"31185"	"2008"	"2008"	59.32
	"York County, NE"	"31185"	"2009"	"2009"	61.23
	"York County, NE"	"31185"	"2010"	"2010"	62.91
	"York County, NE"	"31185"	"2011"	"2011"	64.68
"Total"	"York County, NE"	"31185"			62.61
	"Churchill County, NV"	"32001"	"2006"	"2006"	62.82
	"Churchill County, NV"	"32001"	"2007"	"2007"	63.63
	"Churchill County, NV"	"32001"	"2008"	"2008"	62.29
	"Churchill County, NV"	"32001"	"2009"	"2009"	61.80
	"Churchill County, NV"	"32001"	"2010"	"2010"	60.91
	"Churchill County, NV"	"32001"	"2011"	"2011"	60.28
"Total"	"Churchill County, NV"	"32001"			61.95
	"Clark County, NV"	"32003"	"2006"	"2006"	75.61
	"Clark County, NV"	"32003"	"2007"	"2007"	76.18
	"Clark County, NV"	"32003"	"2008"	"2008"	75.32
	"Clark County, NV"	"32003"	"2009"	"2009"	75.48
	"Clark County, NV"	"32003"	"2010"	"2010"	74.59
	"Clark County, NV"	"32003"	"2011"	"2011"	73.72
"Total"	"Clark County, NV"	"32003"			75.15
	"Douglas County, NV"	"32005"	"2006"	"2006"	58.27
	"Douglas County, NV"	"32005"	"2007"	"2007"	59.18
	"Douglas County, NV"	"32005"	"2008"	"2008"	59.27
	"Douglas County, NV"	"32005"	"2009"	"2009"	58.72
	"Douglas County, NV"	"32005"	"2010"	"2010"	56.64
	"Douglas County, NV"	"32005"	"2011"	"2011"	56.19
"Total"	"Douglas County, NV"	"32005"			58.05
	"Elko County, NV"	"32007"	"2006"	"2006"	54.52
	"Elko County, NV"	"32007"	"2007"	"2007"	56.02
	"Elko County, NV"	"32007"	"2008"	"2008"	54.14
	"Elko County, NV"	"32007"	"2009"	"2009"	53.90
	"Elko County, NV"	"32007"	"2010"	"2010"	54.24
	"Elko County, NV"	"32007"	"2011"	"2011"	53.46
"Total"	"Elko County, NV"	"32007"			54.38
	"Esmeralda County, NV"	"32009"	"2006"	"2006"	61.30
	"Esmeralda County, NV"	"32009"	"2007"	"2007"	62.47
	"Esmeralda County, NV"	"32009"	"2008"	"2008"	62.11
	"Esmeralda County, NV"	"32009"	"2009"	"2009"	61.85
	"Esmeralda County, NV"	"32009"	"2010"	"2010"	61.50
	"Esmeralda County, NV"	"32009"	"2011"	"2011"	60.94
"Total"	"Esmeralda County, NV"	"32009"			61.69
	"Eureka County, NV"	"32011"	"2006"	"2006"	56.23
	"Eureka County, NV"	"32011"	"2007"	"2007"	57.27
	"Eureka County, NV"	"32011"	"2008"	"2008"	56.44
	"Eureka County, NV"	"32011"	"2009"	"2009"	55.82
	"Eureka County, NV"	"32011"	"2010"	"2010"	55.75
	"Eureka County, NV"	"32011"	"2011"	"2011"	54.71
"Total"	"Eureka County, NV"	"32011"			56.04
	"Humboldt County, NV"	"32013"	"2006"	"2006"	56.62
	"Humboldt County, NV"	"32013"	"2007"	"2007"	57.89
	"Humboldt County, NV"	"32013"	"2008"	"2008"	56.78
	"Humboldt County, NV"	"32013"	"2009"	"2009"	56.80
	"Humboldt County, NV"	"32013"	"2010"	"2010"	56.12
	"Humboldt County, NV"	"32013"	"2011"	"2011"	55.30
"Total"	"Humboldt County, NV"	"32013"			56.59
	"Lander County, NV"	"32015"	"2006"	"2006"	57.13
	"Lander County, NV"	"32015"	"2007"	"2007"	58.16
	"Lander County, NV"	"32015"	"2008"	"2008"	57.34
	"Lander County, NV"	"32015"	"2009"	"2009"	56.93
	"Lander County, NV"	"32015"	"2010"	"2010"	56.44
	"Lander County, NV"	"32015"	"2011"	"2011"	55.43
"Total"	"Lander County, NV"	"32015"			56.90
	"Lincoln County, NV"	"32017"	"2006"	"2006"	65.06
	"Lincoln County, NV"	"32017"	"2007"	"2007"	65.86
	"Lincoln County, NV"	"32017"	"2008"	"2008"	64.70
	"Lincoln County, NV"	"32017"	"2009"	"2009"	64.89
	"Lincoln County, NV"	"32017"	"2010"	"2010"	64.56
	"Lincoln County, NV"	"32017"	"2011"	"2011"	63.44
"Total"	"Lincoln County, NV"	"32017"			64.75
	"Lyon County, NV"	"32019"	"2006"	"2006"	61.40
	"Lyon County, NV"	"32019"	"2007"	"2007"	62.25
	"Lyon County, NV"	"32019"	"2008"	"2008"	61.24
	"Lyon County, NV"	"32019"	"2009"	"2009"	60.50
	"Lyon County, NV"	"32019"	"2010"	"2010"	59.15
	"Lyon County, NV"	"32019"	"2011"	"2011"	58.77
"Total"	"Lyon County, NV"	"32019"			60.55
	"Mineral County, NV"	"32021"	"2006"	"2006"	59.83
	"Mineral County, NV"	"32021"	"2007"	"2007"	60.80
	"Mineral County, NV"	"32021"	"2008"	"2008"	60.14
	"Mineral County, NV"	"32021"	"2009"	"2009"	59.39
	"Mineral County, NV"	"32021"	"2010"	"2010"	58.79
	"Mineral County, NV"	"32021"	"2011"	"2011"	58.12
"Total"	"Mineral County, NV"	"32021"			59.51
	"Nye County, NV"	"32023"	"2006"	"2006"	61.42
	"Nye County, NV"	"32023"	"2007"	"2007"	62.24
	"Nye County, NV"	"32023"	"2008"	"2008"	61.46
	"Nye County, NV"	"32023"	"2009"	"2009"	61.18
	"Nye County, NV"	"32023"	"2010"	"2010"	60.69
	"Nye County, NV"	"32023"	"2011"	"2011"	59.89
"Total"	"Nye County, NV"	"32023"			61.15
	"Pershing County, NV"	"32027"	"2006"	"2006"	59.73
	"Pershing County, NV"	"32027"	"2007"	"2007"	60.85
	"Pershing County, NV"	"32027"	"2008"	"2008"	59.79
	"Pershing County, NV"	"32027"	"2009"	"2009"	59.59
	"Pershing County, NV"	"32027"	"2010"	"2010"	58.81
	"Pershing County, NV"	"32027"	"2011"	"2011"	58.10
"Total"	"Pershing County, NV"	"32027"			59.48
	"Storey County, NV"	"32029"	"2006"	"2006"	60.62
	"Storey County, NV"	"32029"	"2007"	"2007"	61.60
	"Storey County, NV"	"32029"	"2008"	"2008"	60.10
	"Storey County, NV"	"32029"	"2009"	"2009"	59.40
	"Storey County, NV"	"32029"	"2010"	"2010"	57.98
	"Storey County, NV"	"32029"	"2011"	"2011"	57.73
"Total"	"Storey County, NV"	"32029"			59.57
	"Washoe County, NV"	"32031"	"2006"	"2006"	57.75
	"Washoe County, NV"	"32031"	"2007"	"2007"	58.60
	"Washoe County, NV"	"32031"	"2008"	"2008"	57.24
	"Washoe County, NV"	"32031"	"2009"	"2009"	57.12
	"Washoe County, NV"	"32031"	"2010"	"2010"	55.85
	"Washoe County, NV"	"32031"	"2011"	"2011"	55.42
"Total"	"Washoe County, NV"	"32031"			57.00
	"White Pine County, NV"	"32033"	"2006"	"2006"	55.27
	"White Pine County, NV"	"32033"	"2007"	"2007"	55.88
	"White Pine County, NV"	"32033"	"2008"	"2008"	55.11
	"White Pine County, NV"	"32033"	"2009"	"2009"	54.71
	"White Pine County, NV"	"32033"	"2010"	"2010"	54.72
	"White Pine County, NV"	"32033"	"2011"	"2011"	53.57
"Total"	"White Pine County, NV"	"32033"			54.88
	"Carson City, NV"	"32510"	"2006"	"2006"	59.89
	"Carson City, NV"	"32510"	"2007"	"2007"	60.94
