Year,State,County,Population,Deaths,Death Rate per 100k
2012,NC,Rockingham,92720,15,16.177739431
2012,NC,Harnett,122135,16,13.100257911
2012,NC,Wilkes,69306,16,23.086024298
2012,NC,Haywood,58908,17,28.858559109
2012,NC,Johnston,174938,17,9.717728567
2012,NC,Randolph,142466,17,11.932671655
2012,NC,Durham,279641,18,6.436824357
2012,NC,Pitt,172554,18,10.43151709
2012,NC,Alamance,153920,19,12.344074844
2012,NC,Onslow,183263,20,10.913277639
2012,NC,Catawba,154339,22,14.254336234
2012,NC,Burke,90505,23,25.41296061
2012,NC,Iredell,162708,25,15.364948251
2012,NC,Brunswick,112257,27,24.051952217
2012,NC,Buncombe,244490,27,11.043396458
2012,NC,Davidson,163260,28,17.150557393
2012,NC,Robeson,135496,28,20.664816674
2012,NC,Rowan,138180,28,20.263424519
2012,NC,New Hanover,209234,32,15.293881492
2012,NC,Wake,952151,38,3.990963618
2012,NC,Cumberland,324049,40,12.343812201
2012,NC,Forsyth,358137,40,11.168910222
2012,NC,Gaston,208049,43,20.66820797
2012,NC,Guilford,500879,51,10.182099868
2012,NC,Mecklenburg,969031,72,7.430102855
2012,OH,Adams,28350,10,35.273368607
2012,OH,Belmont,69671,10,14.353174204
2012,OH,Muskingum,85950,10,11.634671321
2012,OH,Athens,64304,11,17.106245335
2012,OH,Preble,41886,11,26.261758105
2012,OH,Lawrence,62109,12,19.320871371
2012,OH,Richland,122673,12,9.782103641
2012,OH,Brown,44381,13,29.291814065
2012,OH,Clinton,41886,13,31.036623215
2012,OH,Erie,76398,13,17.016152255
2012,OH,Ross,77429,13,16.789574965
2012,OH,Licking,167537,14,8.356363072
2012,OH,Pickaway,56399,14,24.823135162
2012,OH,Allen,105141,15,14.266556339
2012,OH,Miami,103060,16,15.52493693
2012,OH,Delaware,181061,17,9.389100911
2012,OH,Jefferson,68389,17,24.857798769
2012,OH,Portage,161451,17,10.529510502
2012,OH,Columbiana,106507,18,16.900297633
2012,OH,Medina,173684,19,10.939407199
2012,OH,Scioto,78477,19,24.2109153
2012,OH,Marion,66238,20,30.194148374
2012,OH,Greene,163587,24,14.671092446
2012,OH,Fairfield,147474,25,16.952140716
2012,OH,Ashtabula,100389,26,25.89925191
2012,OH,Warren,217241,35,16.111139242
2012,OH,Trumbull,207406,36,17.357260639
2012,OH,Clark,137206,37,26.966750725
2012,OH,Stark,374868,39,10.403662089
2012,OH,Lake,229582,48,20.90756244
2012,OH,Mahoning,235145,48,20.412936699
2012,OH,Clermont,199085,60,30.137880805
2012,OH,Lorain,301478,73,24.214038835
2012,OH,Lucas,437998,94,21.461285211
2012,OH,Butler,370589,101,27.253912016
2012,OH,Summit,540811,101,18.675655636
2012,OH,Montgomery,534325,157,29.382866233
2012,OH,Hamilton,802038,171,21.320685554
2012,OH,Franklin,1195537,212,17.732617226
2012,OH,Cuyahoga,1265111,239,18.891622949
2012,OK,Delaware,41441,10,24.130691827
2012,OK,McClain,35613,10,28.079633842
2012,OK,McCurtain,33203,10,30.117760443
2012,OK,Okmulgee,39625,10,25.23659306
2012,OK,Canadian,122560,11,8.975195822
2012,OK,Creek,70651,11,15.569489462
2012,OK,Le Flore,49873,11,22.056022297
2012,OK,Bryan,43399,12,27.650406691
2012,OK,Pottawatomie,70760,12,16.958733748
2012,OK,Muskogee,70596,13,18.414641056
2012,OK,Pittsburg,45048,15,33.297815663
2012,OK,Wagoner,75030,15,19.992003199
2012,OK,Stephens,44779,16,35.731034637
2012,OK,Carter,48085,17,35.354060518
2012,OK,Grady,53118,19,35.769419029
2012,OK,Cleveland,265638,50,18.822608211
2012,OK,Tulsa,613816,112,18.246510355
2012,OK,Oklahoma,741781,167,22.51338333
2012,OR,Clatsop,37301,10,26.808932736
2012,OR,Deschutes,162277,10,6.162302729
2012,OR,Josephine,82930,11,13.264198722
2012,OR,Yamhill,100255,12,11.969477832
2012,OR,Linn,118360,13,10.983440351
2012,OR,Douglas,107164,18,16.796685454
2012,OR,Clackamas,383857,31,8.075924107
2012,OR,Marion,319985,36,11.250527368
2012,OR,Washington,547672,39,7.121050556
2012,OR,Lane,354542,40,11.282161211
2012,OR,Jackson,206412,42,20.347654206
2012,OR,Multnomah,759256,130,17.122024719
2012,PA,Carbon,65006,10,15.383195397
2012,PA,Jefferson,44764,10,22.339379859
2012,PA,Lebanon,135251,10,7.393660675
2012,PA,Pike,56899,10,17.575001318
2012,PA,Venango,54272,10,18.425707547
2012,PA,Centre,155171,11,7.088953477
2012,PA,Wyoming,28125,11,39.111111111
2012,PA,Lycoming,117168,12,10.24170422
2012,PA,Franklin,151275,13,8.593620889
2012,PA,Somerset,76957,13,16.892550385
2012,PA,Fayette,135660,14,10.319917441
2012,PA,Lawrence,89871,14,15.577883856
2012,PA,Armstrong,68409,15,21.926939438
2012,PA,Crawford,87598,15,17.123678623
2012,PA,Indiana,88218,16,18.136888163
2012,PA,Mercer,115655,19,16.428169988
2012,PA,Blair,127121,22,17.306345922
2012,PA,Butler,184970,22,11.89382062
2012,PA,Cumberland,238614,24,10.058085443
2012,PA,Monroe,168798,25,14.810602021
2012,PA,Cambria,141584,31,21.895129393
2012,PA,Dauphin,269665,31,11.49574472
2012,PA,Washington,208716,32,15.331838479
2012,PA,Beaver,170245,35,20.558606714
2012,PA,Northampton,299267,36,12.029391814
2012,PA,Schuylkill,147063,36,24.479304788
2012,PA,Erie,280646,47,16.747076388
2012,PA,Berks,413491,48,11.608475154
2012,PA,Lackawanna,214477,50,23.312523021
2012,PA,Lehigh,355245,50,14.074793452
2012,PA,Chester,506575,57,11.25203573
2012,PA,Lancaster,526823,57,10.819573177
2012,PA,York,437846,67,15.302183873
2012,PA,Luzerne,321027,70,21.805019515
2012,PA,Westmoreland,363395,101,27.793447901
2012,PA,Montgomery,808460,115,14.224575118
2012,PA,Bucks,627053,123,19.615566786
2012,PA,Delaware,561098,123,21.9213043
2012,PA,Allegheny,1229338,265,21.556317302
2012,PA,Philadelphia,1547607,456,29.464844757
2012,RI,Washington,125946,16,12.703857209
2012,RI,Kent,164843,43,26.085426739
2012,RI,Providence,628323,115,18.302688267
2012,SC,Beaufort,168049,10,5.950645347
2012,SC,Cherokee,55662,12,21.558693543
2012,SC,Dorchester,142496,15,10.526611273
2012,SC,Oconee,74627,20,26.79995176
2012,SC,Pickens,119670,22,18.383889028
2012,SC,Berkeley,189781,24,12.646155305
2012,SC,Aiken,162812,26,15.969338869
2012,SC,Spartanburg,288745,30,10.389790299
2012,SC,York,234635,32,13.638204019
2012,SC,Charleston,365162,33,9.03708491
2012,SC,Horry,282285,33,11.690312982
2012,SC,Lexington,270406,33,12.203871216
2012,SC,Richland,393830,33,8.37924993
2012,SC,Anderson,189355,34,17.95569169
2012,SC,Greenville,467605,66,14.114476962
2012,TN,Benton,16361,10,61.120958377
2012,TN,Carter,57355,10,17.435271554
2012,TN,Cheatham,39271,10,25.464082911
2012,TN,Loudon,49793,10,20.083144217
2012,TN,Robertson,66931,10,14.940759887
2012,TN,Cocke,35571,12,33.735346209
2012,TN,Jefferson,52191,12,22.992469966
2012,TN,Williamson,192911,13,6.738858852
2012,TN,Cumberland,57029,14,24.548913711
2012,TN,Hawkins,56587,14,24.740664817
2012,TN,Lawrence,42086,14,33.265218838
2012,TN,Wilson,118961,14,11.768562806
2012,TN,Coffee,53222,15,28.183833753
2012,TN,Maury,81990,15,18.294914014
2012,TN,Sevier,92512,16,17.295053615
2012,TN,Washington,125094,16,12.790381633
2012,TN,Anderson,75416,17,22.541635727
2012,TN,Roane,53469,17,31.794123698
2012,TN,Greene,68819,18,26.155567503
2012,TN,Sumner,166123,22,13.243199316
2012,TN,Bradley,101134,23,22.742104535
2012,TN,Hamblen,62746,26,41.436904345
2012,TN,Montgomery,184468,26,14.094585511
2012,TN,Blount,124177,27,21.743156945
2012,TN,Sullivan,156786,27,17.220925338
2012,TN,Rutherford,274454,29,10.566433719
2012,TN,Hamilton,345545,65,18.810863997
2012,TN,Knox,441311,85,19.260793409
2012,TN,Davidson,648295,107,16.504831905
2012,TN,Shelby,940764,130,13.818555982
2012,TX,Guadalupe,139841,10,7.150978611
2012,TX,Henderson,79094,10,12.643184059
2012,TX,Midland,146645,10,6.819189198
2012,TX,Potter,122335,10,8.174275555
2012,TX,Brazos,200665,11,5.481773104
2012,TX,Comal,114384,12,10.490977759
2012,TX,Hardin,55190,12,21.743069397
2012,TX,Liberty,76571,12,15.671729506
2012,TX,Van Zandt,52427,12,22.888969424
2012,TX,Ector,144325,13,9.007448467
2012,TX,Kaufman,106753,13,12.17764372
2012,TX,Randall,125082,13,10.393182073
2012,TX,Taylor,133473,13,9.739797562
2012,TX,Johnson,153441,15,9.775744423
2012,TX,Fort Bend,627293,16,2.550642204
2012,TX,Parker,119712,17,14.200748463
2012,TX,Smith,214821,17,7.913565247
2012,TX,Orange,82977,18,21.692758234
2012,TX,Wichita,131559,19,14.442189436
2012,TX,Cameron,415557,20,4.812817496
2012,TX,Hidalgo,806552,20,2.479691328
2012,TX,McLennan,238707,20,8.378472353
2012,TX,Grayson,121935,21,17.222290565
2012,TX,Lubbock,285760,23,8.048712206
2012,TX,Williamson,456232,29,6.356415157
2012,TX,Webb,259172,31,11.961168645
2012,TX,Bell,323037,33,10.215548064
2012,TX,Jefferson,251813,33,13.10496281
2012,TX,Galveston,300484,37,12.313467606
2012,TX,Brazoria,324769,38,11.700624136
2012,TX,Montgomery,485047,41,8.452789111
2012,TX,Denton,707304,52,7.351860021
2012,TX,Collin,834642,54,6.469839764
2012,TX,Nueces,347691,54,15.531031865
2012,TX,El Paso,827398,58,7.009927508
2012,TX,Travis,1095584,143,13.052399451
2012,TX,Tarrant,1880153,168,8.93544302
2012,TX,Bexar,1785704,187,10.472060319
2012,TX,Dallas,2453843,235,9.576814817
2012,TX,Harris,4253700,306,7.193737217
2012,UT,Tooele,59870,10,16.702856188
2012,UT,Cache,115520,11,9.522160665
2012,UT,Washington,144809,31,21.407509202
2012,UT,Davis,315809,47,14.882413104
2012,UT,Weber,236640,55,23.242055443
2012,UT,Utah,540504,78,14.430975534
2012,UT,Salt Lake,1063842,210,19.739773387
2012,VT,Chittenden,158504,15,9.463483571
2012,VA,Augusta,73658,11,14.933883624
2012,VA,Franklin,56411,11,19.499742958
2012,VA,Hampton city,136836,11,8.038820194
2012,VA,Henry,52969,11,20.766863637
2012,VA,Loudoun,336898,11,3.2650832
2012,VA,Spotsylvania,125684,11,8.752108462
2012,VA,Newport News city,180726,12,6.639885794
2012,VA,Buchanan,23859,13,54.486776478
2012,VA,Chesapeake city,228417,13,5.691345215
2012,VA,Tazewell,44268,13,29.366585344
2012,VA,Wise,40918,14,34.214771005
2012,VA,Roanoke city,97469,15,15.389508459
2012,VA,Chesterfield,323856,19,5.866805
2012,VA,Henrico,314932,19,6.033048404
2012,VA,Norfolk city,245782,26,10.578480117
2012,VA,Virginia Beach city,447021,27,6.039984699
2012,VA,Richmond city,210309,28,13.313743111
2012,VA,Prince William,430289,31,7.204460258
2012,VA,Fairfax,1118602,40,3.575892051
2012,WA,Island,79177,10,12.629930409
2012,WA,Chelan,73687,11,14.928006297
2012,WA,Lewis,75621,12,15.868607926
2012,WA,Clallam,71863,14,19.481513435
2012,WA,Grays Harbor,71692,14,19.527980807
2012,WA,Whatcom,205262,15,7.307733531
2012,WA,Mason,60832,16,26.301946344
2012,WA,Benton,182398,18,9.86852926
2012,WA,Skagit,118222,19,16.071458781
2012,WA,Cowlitz,101996,24,23.530334523
2012,WA,Yakima,246977,26,10.527296064
2012,WA,Thurston,258332,27,10.451666847
2012,WA,Kitsap,254991,31,12.157291826
2012,WA,Clark,438287,61,13.917820971
2012,WA,Spokane,475735,81,17.026285642
2012,WA,Pierce,811681,92,11.334502101
2012,WA,Snohomish,733036,120,16.370273766
2012,WA,King,2007440,218,10.85960228
2012,WV,Hancock,30305,10,32.997855139
2012,WV,Marshall,32674,10,30.605374304
2012,WV,Jefferson,54504,11,20.18200499
2012,WV,Wayne,41649,11,26.411198348
2012,WV,Nicholas,26229,13,49.563460292
2012,WV,Logan,36168,14,38.708250387
2012,WV,McDowell,21326,14,65.647566351
2012,WV,Boone,24478,16,65.364817387
2012,WV,Harrison,69141,16,23.141117427
2012,WV,Mingo,26103,18,68.957591081
2012,WV,Wood,86701,20,23.067784685
2012,WV,Fayette,45869,22,47.962676317
2012,WV,Wyoming,23273,22,94.530142225
2012,WV,Cabell,96974,26,26.811310248
2012,WV,Berkeley,107098,29,27.078003324
2012,WV,Mercer,62523,35,55.979399581
2012,WV,Raleigh,79021,58,73.398210602
2012,WV,Kanawha,192179,59,30.700544805
2012,WI,Marathon,134735,10,7.421976472
2012,WI,Fond du Lac,101843,12,11.782842218
2012,WI,Walworth,102851,14,13.611924045
2012,WI,Washington,132661,15,11.307015626
2012,WI,Winnebago,168794,21,12.441200517
2012,WI,Brown,253032,22,8.694552468
2012,WI,Rock,160418,24,14.960914611
2012,WI,Racine,194797,26,13.34722814
2012,WI,Kenosha,167936,39,23.223132622
2012,WI,Waukesha,392292,43,10.961222763
2012,WI,Dane,503523,64,12.710442224
2012,WI,Milwaukee,955205,167,17.483158066
2012,WY,Natrona,78621,14,17.806947253
2012,WY,Laramie,94483,15,15.87587185
2013,AL,Franklin,31532,10,31.713814538
2013,AL,Montgomery,226659,10,4.411913932
2013,AL,Lee,150933,11,7.288001961
2013,AL,Blount,57872,12,20.735416091
2013,AL,Escambia,37983,12,31.593081115
2013,AL,Talladega,81096,13,16.030383743
2013,AL,Marshall,94760,14,14.774166315
2013,AL,Cullman,80811,16,19.799284751
2013,AL,Etowah,103931,19,18.281359748
2013,AL,Houston,103668,19,18.32773855
2013,AL,Morgan,119787,19,15.861487474
2013,AL,Madison,346892,20,5.765483205
2013,AL,Baldwin,195540,21,10.739490641
2013,AL,DeKalb,71013,21,29.572050188
2013,AL,St. Clair,86308,24,27.807387496
2013,AL,Walker,65998,27,40.910330616
2013,AL,Shelby,204180,31,15.182681947
2013,AL,Tuscaloosa,200821,31,15.436632623
2013,AL,Mobile,414079,58,14.006989005
2013,AL,Jefferson,659479,119,18.044547287
2013,AZ,Cochise,129473,13,10.040703467
2013,AZ,Gila,53053,13,24.503798089
2013,AZ,Yuma,201201,23,11.431354715
2013,AZ,Navajo,107322,25,23.294385121
2013,AZ,Coconino,136539,26,19.042178425
2013,AZ,Mohave,203030,46,22.656750234
2013,AZ,Pinal,389350,46,11.814562733
2013,AZ,Yavapai,215133,53,24.635922894
2013,AZ,Pima,996554,203,20.370195694
2013,AZ,Maricopa,4009412,679,16.935151588
2013,AR,White,78483,10,12.741612833
2013,AR,Saline,114404,11,9.615048425
2013,AR,Sebastian,127342,11,8.638155518
2013,AR,Crawford,61640,12,19.467878001
2013,AR,Craighead,101488,13,12.809396185
2013,AR,Lonoke,70753,13,18.373779204
2013,AR,Garland,97173,14,14.407294207
2013,AR,Washington,216410,15,6.931287833
2013,AR,Benton,237297,17,7.164018087
2013,AR,Pulaski,391284,53,13.545148792
2013,CA,Calaveras,44515,10,22.464337864
2013,CA,Napa,140326,14,9.976768382
2013,CA,Sutter,95350,15,15.731515469
2013,CA,Tuolumne,53874,15,27.842744181
2013,CA,Madera,152389,19,12.468091529
2013,CA,Kings,150960,21,13.910969793
2013,CA,Mendocino,87192,21,24.08477842
2013,CA,Nevada,98200,24,24.439918534
2013,CA,Yolo,204593,25,12.219381895
2013,CA,Lake,63860,28,43.845912935
2013,CA,Imperial,176584,30,16.989081684
2013,CA,Marin,258365,31,11.998529213
2013,CA,El Dorado,181737,32,17.60786191
2013,CA,Merced,263228,32,12.156761439
2013,CA,Sonoma,495025,33,6.666329983
2013,CA,Tulare,454143,33,7.2664337
2013,CA,San Luis Obispo,276443,34,12.299099634
2013,CA,Santa Cruz,269419,35,12.990917493
2013,CA,Shasta,178980,42,23.466309085
2013,CA,Placer,367309,45,12.251265283
2013,CA,Humboldt,134493,46,34.202523551
2013,CA,Santa Barbara,435697,46,10.557795899
2013,CA,San Mateo,747373,49,6.556297859
2013,CA,Solano,424788,49,11.535165777
2013,CA,Monterey,428826,54,12.592520043
2013,CA,Butte,222090,56,25.215002927
2013,CA,Stanislaus,525491,77,14.652962658
2013,CA,Fresno,955272,82,8.583942584
2013,CA,Ventura,839620,104,12.386555823
2013,CA,San Joaquin,704379,105,14.906747646
2013,CA,San Francisco,837442,113,13.493471787
2013,CA,Contra Costa,1094205,121,11.058256908
2013,CA,Santa Clara,1862041,130,6.981586335
2013,CA,Alameda,1578891,155,9.817017134
2013,CA,Kern,864124,178,20.598895529
2013,CA,San Bernardino,2088371,196,9.38530558
2013,CA,Sacramento,1462131,201,13.747058232
2013,CA,Orange,3114363,289,9.279586227
2013,CA,Riverside,2292507,301,13.129730902
2013,CA,San Diego,3211252,375,11.677688328
2013,CA,Los Angeles,10017068,731,7.297544551
2013,CO,Mesa,147554,16,10.843487808
2013,CO,Douglas,305963,20,6.536738102
2013,CO,Weld,269785,23,8.525307189
2013,CO,Pueblo,161451,37,22.917169915
2013,CO,Boulder,310048,44,14.191351017
2013,CO,Larimer,315988,46,14.557514842
2013,CO,Jefferson,551798,67,12.142124473
2013,CO,Adams,469193,69,14.706101753
2013,CO,Arapahoe,607070,78,12.848600656
2013,CO,El Paso,655044,86,13.128889052
2013,CO,Denver,649495,97,14.934680021
2013,CT,Tolland,151377,10,6.606023372
2013,CT,Windham,117604,14,11.904356995
2013,CT,Middlesex,165562,20,12.080066682
2013,CT,Litchfield,186924,35,18.72418737
2013,CT,New London,274150,60,21.885828926
2013,CT,Fairfield,939904,104,11.064959826
2013,CT,Hartford,898272,142,15.808129386
2013,CT,New Haven,862287,157,18.207394986
2013,DE,Kent,169416,29,17.117627615
2013,DE,Sussex,206649,29,14.033457699
2013,DE,New Castle,549684,92,16.736888831
2013,DC,District of Columbia,646449,101,15.623815645
2013,FL,Flagler,99956,10,10.004401937
2013,FL,Columbia,67543,12,17.766459885
2013,FL,Leon,281845,12,4.257659352
2013,FL,St. Johns,209647,12,5.72390733
2013,FL,Indian River,141994,13,9.155316422
2013,FL,Santa Rosa,161096,13,8.069722402
2013,FL,Nassau,75710,14,18.491612733
2013,FL,Alachua,253451,17,6.7074109
2013,FL,Charlotte,164736,18,10.926573427
2013,FL,Highlands,97616,18,18.439600066
2013,FL,Bay,174987,19,10.857949448
2013,FL,Martin,151263,20,13.222004059
2013,FL,Escambia,305817,23,7.520837625
2013,FL,Lake,308034,24,7.791347708
2013,FL,Citrus,139271,25,17.95061427
2013,FL,Osceola,298504,29,9.715112695
2013,FL,Clay,196399,31,15.784194421
2013,FL,Collier,339642,31,9.127257524
2013,FL,St. Lucie,286832,33,11.504992469
2013,FL,Hernando,174441,45,25.796687705
2013,FL,Seminole,436041,48,11.008139143
2013,FL,Marion,337362,49,14.524457408
2013,FL,Sarasota,390429,51,13.062554267
2013,FL,Lee,661115,56,8.470538409
2013,FL,Manatee,342106,57,16.661502575
2013,FL,Brevard,550823,82,14.886814821
2013,FL,Volusia,500800,89,17.771565495
2013,FL,Pasco,475502,90,18.927365185
2013,FL,Polk,623009,91,14.606530564
2013,FL,Miami-Dade,2617176,107,4.088376173
2013,FL,Orange,1225267,109,8.896020214
2013,FL,Duval,885855,130,14.675087909
2013,FL,Hillsborough,1291578,146,11.304001771
2013,FL,Pinellas,929048,165,17.760115731
2013,FL,Broward,1838844,176,9.571230621
2013,FL,Palm Beach,1372171,204,14.866951714
2013,GA,Bartow,101273,10,9.874300159
2013,GA,Douglas,136379,10,7.332507204
2013,GA,Fannin,23760,10,42.087542088
2013,GA,Murray,39267,10,25.466676853
2013,GA,Walker,68198,10,14.663186604
2013,GA,Newton,102446,11,10.737364075
2013,GA,Rockdale,86919,11,12.655460831
2013,GA,Columbia,135416,12,8.861582088
2013,GA,Jackson,61044,13,21.296114278
2013,GA,Muscogee,202824,13,6.40949789
2013,GA,Bibb,154721,14,9.048545446
2013,GA,Paulding,146950,14,9.527050017
2013,GA,Whitfield,102945,14,13.599494876
2013,GA,Houston,147658,15,10.15860976
2013,GA,Floyd,95821,16,16.697801108
2013,GA,Carroll,112355,17,15.13061279
2013,GA,Clayton,264220,18,6.812504731
2013,GA,Walton,85754,18,20.990274506
2013,GA,Glynn,81508,19,23.310595279
2013,GA,Richmond,202003,19,9.405800904
2013,GA,Forsyth,195405,20,10.235152632
2013,GA,Henry,211128,22,10.420219014
2013,GA,Cherokee,225106,28,12.438584489
2013,GA,Hall,187745,28,14.913845908
2013,GA,Chatham,278434,30,10.774546212
2013,GA,DeKalb,713340,39,5.467238624
2013,GA,Gwinnett,859304,61,7.098768306
2013,GA,Cobb,717190,95,13.24614119
2013,GA,Fulton,984293,105,10.667555291
2013,ID,Kootenai,144265,10,6.931688213
2013,ID,Canyon,198871,16,8.045416375
2013,ID,Bannock,83249,17,20.420665714
2013,ID,Bonneville,107517,33,30.69282067
2013,ID,Ada,416464,46,11.045372469
2013,IL,Coles,53697,10,18.623014321
2013,IL,Macon,109278,10,9.150972748
2013,IL,McLean,174647,11,6.298419097
2013,IL,Rock Island,147258,11,7.469882791
2013,IL,Vermilion,80329,12,14.938565151
2013,IL,Kendall,119348,14,11.73040185
2013,IL,Sangamon,199145,18,9.038640187
2013,IL,Champaign,204897,20,9.761001869
2013,IL,Kankakee,112120,21,18.729932215
2013,IL,LaSalle,112183,25,22.285016446
2013,IL,Peoria,188429,29,15.390412304
2013,IL,McHenry,307409,31,10.084285106
2013,IL,St. Clair,266955,34,12.736228952
2013,IL,Kane,523643,39,7.447822276
2013,IL,Madison,267225,45,16.839741791
2013,IL,Lake,703019,63,8.961350973
2013,IL,Will,682829,67,9.812119872
2013,IL,DuPage,932126,82,8.797093955
2013,IL,Winnebago,290666,87,29.93126131
2013,IL,Cook,5240700,565,10.781002538
2013,IN,Jackson,43466,10,23.00648783
2013,IN,Hancock,71575,11,15.368494586
2013,IN,Morgan,69782,12,17.196411682
2013,IN,Henry,49044,14,28.545795612
2013,IN,Boone,60477,15,24.8028176
2013,IN,Elkhart,200563,15,7.478946765
2013,IN,Monroe,141888,15,10.571718539
2013,IN,Hamilton,296693,16,5.392779742
2013,IN,La Porte,111281,16,14.378016014
2013,IN,Grant,69126,17,24.592772618
2013,IN,Delaware,117484,19,16.172414967
2013,IN,Hendricks,153879,20,12.997225092
2013,IN,Wayne,67893,20,29.458117921
2013,IN,Johnson,145535,22,15.116638609
2013,IN,Howard,82760,23,27.79120348
2013,IN,Madison,130482,23,17.626952377
2013,IN,Clark,112938,24,21.250597673
2013,IN,Tippecanoe,180174,25,13.875475929
2013,IN,Vigo,108291,27,24.932819902
2013,IN,Vanderburgh,181398,31,17.08949382
2013,IN,Porter,166557,35,21.013827098
2013,IN,St. Joseph,266709,35,13.122916737
2013,IN,Allen,363014,50,13.773573471
2013,IN,Lake,491456,79,16.074684204
2013,IN,Marion,928281,192,20.683392206
2013,IA,Pottawattamie,92728,11,11.862652058
2013,IA,Woodbury,102130,17,16.645451875
2013,IA,Linn,216111,20,9.254503473
2013,IA,Scott,170385,34,19.954808228
2013,IA,Polk,451677,51,11.291254591
2013,KS,Leavenworth,78185,10,12.790177144
2013,KS,Douglas,114322,11,9.621945032
2013,KS,Butler,65803,12,18.236250627
2013,KS,Reno,64190,12,18.694500701
2013,KS,Wyandotte,160384,12,7.482043097
2013,KS,Shawnee,178831,17,9.506181814
2013,KS,Johnson,566933,43,7.584670499
2013,KS,Sedgwick,505415,67,13.256432832
2013,KY,Clark,35614,10,28.078845398
2013,KY,Knox,31790,10,31.456432841
2013,KY,Hardin,108191,11,10.167204296
2013,KY,Pulaski,63907,11,17.212511931
2013,KY,Bullitt,76854,12,15.614021391
2013,KY,Harlan,28499,12,42.106740587
2013,KY,Franklin,49648,13,26.184337738
2013,KY,Madison,85590,13,15.188690268
2013,KY,Greenup,36519,14,38.336208549
2013,KY,Whitley,35766,14,39.143320472
2013,KY,Warren,118370,15,12.672129763
2013,KY,Hopkins,46634,16,34.309731097
2013,KY,Floyd,38728,19,49.060111547
2013,KY,McCracken,65373,19,29.063986661
2013,KY,Pike,63380,21,33.133480593
2013,KY,Daviess,98218,22,22.399152905
2013,KY,Bell,27885,24,86.067778375
2013,KY,Campbell,90988,30,32.971380841
2013,KY,Boone,124442,41,32.947075746
2013,KY,Fayette,308428,60,19.453486713
2013,KY,Kenton,163145,67,41.067761807
2013,KY,Jefferson,756832,176,23.254830663
2013,LA,Lafourche Parish,97141,14,14.41204023
2013,LA,Washington Parish,46419,14,30.160063767
2013,LA,Rapides Parish,132723,15,11.301733686
2013,LA,St. Charles Parish,52617,15,28.507896687
2013,LA,Bossier Parish,123823,16,12.921670449
2013,LA,Ouachita Parish,156220,17,10.882089361
2013,LA,Tangipahoa Parish,125412,21,16.744809109
2013,LA,Ascension Parish,114393,22,19.231946011
2013,LA,Iberia Parish,73878,22,29.778824549
2013,LA,St. Bernard Parish,43482,22,50.595648774
2013,LA,Terrebonne Parish,112749,23,20.399294007
2013,LA,Caddo Parish,254887,24,9.415937258
2013,LA,Calcasieu Parish,195296,25,12.801081435
2013,LA,Lafayette Parish,230845,28,12.129350863
2013,LA,Livingston Parish,134053,36,26.855049868
2013,LA,East Baton Rouge Parish,445227,53,11.904039962
2013,LA,St. Tammany Parish,242333,66,27.235250667
2013,LA,Orleans Parish,378715,115,30.365842388
2013,LA,Jefferson Parish,434767,125,28.751032162
2013,ME,Androscoggin,107604,12,11.152001784
2013,ME,Penobscot,153364,15,9.780652565
2013,ME,Kennebec,121164,19,15.681225447
2013,ME,York,199431,20,10.028531171
2013,ME,Cumberland,285456,34,11.910767334
2013,MD,St. Mary's,109633,11,10.033475322
2013,MD,Wicomico,100896,11,10.902315255
2013,MD,Charles,152864,14,9.158467658
2013,MD,Allegany,73521,15,20.402334027
2013,MD,Calvert,90484,17,18.787851996
2013,MD,Howard,304580,24,7.879703198
2013,MD,Cecil,101913,25,24.530727189
2013,MD,Washington,149588,29,19.386581811
2013,MD,Carroll,167564,30,17.90360698
2013,MD,Frederick,241409,34,14.083981956
2013,MD,Harford,249215,43,17.254178119
2013,MD,Montgomery,1016677,47,4.622903833
2013,MD,Prince George's,890081,47,5.280418299
2013,MD,Anne Arundel,555743,87,15.654718098
2013,MD,Baltimore,823015,149,18.104165781
2013,MD,Baltimore city,622104,205,32.952689582
2013,MA,Franklin,71221,11,15.44488283
2013,MA,Berkshire,129585,19,14.66219084
2013,MA,Hampshire,159596,28,17.544299356
2013,MA,Barnstable,214990,48,22.326619843
2013,MA,Hampden,467319,86,18.402846878
2013,MA,Norfolk,687802,88,12.794379778
2013,MA,Plymouth,501915,95,18.927507646
2013,MA,Essex,762550,132,17.310340306
2013,MA,Suffolk,755503,135,17.868889998
2013,MA,Bristol,552780,139,25.145627555
2013,MA,Worcester,809106,141,17.426641256
2013,MA,Middlesex,1552802,170,10.947950866
2013,MI,Allegan,112531,10,8.886440181
2013,MI,Clinton,76739,10,13.031183622
2013,MI,Marquette,67700,11,16.248153619
2013,MI,Lapeer,88389,12,13.576349998
2013,MI,Lenawee,99188,13,13.106424164
2013,MI,Van Buren,75455,13,17.228811875
2013,MI,Eaton,108348,16,14.767231513
2013,MI,Bay,106832,18,16.848884229
2013,MI,Berrien,155252,18,11.594053539
2013,MI,Ottawa,272701,21,7.700741838
2013,MI,Jackson,160369,24,14.965485848
2013,MI,Livingston,184443,26,14.096495936
2013,MI,Saginaw,196542,28,14.246318853
2013,MI,Calhoun,135012,29,21.479572186
2013,MI,Muskegon,171008,37,21.636414671
2013,MI,St. Clair,160469,37,23.057412958
2013,MI,Kalamazoo,256725,40,15.580874477
2013,MI,Monroe,150376,44,29.259988296
2013,MI,Ingham,282234,50,17.715796112
